,0,1,2,3,4,5,6,7,8,9,10
8003,0.0586,0.0509,0.0875,0.0706,0.0265,0.0431,0.0609,0.0583,0.0655,0.0827,0.0366
8004,0.0645,0.0509,0.088,0.0712,0.0206,0.0468,0.0609,0.0644,0.0766,0.0864,0.0375
8005,0.0561,0.0525,0.1093,0.0675,0.0203,0.0496,0.0627,0.0659,0.0827,0.0818,0.0397
8006,0.0572,0.0481,0.1306,0.0687,0.0189,0.0608,0.081,0.0789,0.1028,0.0965,0.0451
8007,0.0559,0.0401,0.138,0.0679,0.0183,0.1246,0.1199,0.1169,0.1347,0.0793,0.0459
8008,0.0548,0.036,0.1732,0.0722,0.0167,0.1627,0.2286,0.1387,0.1398,0.0881,0.05
8009,0.0558,0.0384,0.1454,0.092,0.0206,0.195,0.2436,0.1558,0.0952,0.5025,0.0527
8010,0.0447,0.0302,0.0585,0.0883,0.0171,0.1528,0.1769,0.1161,0.0853,0.2948,0.0457
8011,0.0316,0.0248,0.0495,0.0703,0.0137,0.0598,0.0559,0.0648,0.0903,0.0628,0.0325
8012,0.0236,0.0205,0.0416,0.0615,0.0081,0.0341,0.0357,0.0485,0.0573,0.0463,0.0236
8013,0.0166,0.0196,0.0417,0.0534,0.0068,0.027,0.0283,0.0413,0.0488,0.0307,0.0208
8014,0.0039,0.0137,0.0295,0.0427,0.0059,0.0173,0.0193,0.031,0.0398,0.023,0.0186
8015,0.0039,0.009,0.0201,0.0338,0.0036,0.0103,0.015,0.0217,0.0309,0.0137,0.0152
8016,0.0037,0.0057,0.0134,0.0161,0.0018,0.0113,0.0096,0.0155,0.0205,0.0041,0.0061
8017,0.0037,0.0039,0.013,0.01,0.0015,0.0086,0.0082,0.0126,0.0145,0.0025,0.0036
8018,0.0037,0.0046,0.013,0.0067,0.0046,0.0083,0.0241,0.0108,0.0106,0.002,0.0031
8019,0.0041,0.0096,0.0194,0.0092,0.0031,0.0077,0.0083,0.0097,0.0097,0.0036,0.0037
8020,0.0168,0.0283,0.0416,0.0219,0.01,0.0084,0.0135,0.0101,0.0147,0.0059,0.0182
8021,0.0536,0.0719,0.0989,0.0575,0.0387,0.0124,0.0237,0.012,0.0222,0.0184,0.0277
8022,0.1432,0.0956,0.2211,0.0861,0.0937,0.0231,0.05,0.0221,0.0365,0.0512,0.0491
8023,0.3609,0.1258,0.2367,0.0956,0.1614,0.0436,0.0976,0.049,0.0516,0.372,0.102
8024,0.3929,0.1578,0.2135,0.0911,0.1743,0.0562,0.0967,0.0591,0.059,0.3289,0.187
8025,0.1879,0.2005,0.1802,0.082,0.1309,0.0441,0.0773,0.0445,0.0585,0.0678,0.1476
8026,0.0646,0.0628,0.1615,0.0727,0.0509,0.0409,0.0573,0.0466,0.0562,0.0714,0.0398
8027,0.0587,0.0523,0.161,0.0713,0.0262,0.0464,0.0615,0.059,0.0674,0.0606,0.0258
8028,0.0587,0.0501,0.1227,0.0669,0.0227,0.0526,0.0572,0.0652,0.0735,0.0602,0.0304
8029,0.0551,0.0533,0.1389,0.0715,0.0218,0.0576,0.0679,0.0636,0.0843,0.0715,0.029
8030,0.0589,0.0492,0.1714,0.0666,0.019,0.113,0.082,0.0822,0.101,0.1106,0.0322
8031,0.0574,0.0394,0.2011,0.0647,0.0226,0.2592,0.154,0.1561,0.1421,0.1832,0.0364
8032,0.058,0.0363,0.1854,0.0755,0.0184,0.2825,0.2367,0.2108,0.1448,0.2952,0.0553
8033,0.0595,0.0372,0.1562,0.1109,0.0213,0.3008,0.2515,0.2536,0.1638,0.4617,0.0434
8034,0.0473,0.031,0.183,0.1762,0.0193,0.2914,0.2225,0.1812,0.1548,0.3075,0.0492
8035,0.0338,0.0266,0.0515,0.072,0.0122,0.1207,0.0897,0.0712,0.112,0.0517,0.0311
8036,0.0277,0.0199,0.0435,0.0617,0.0081,0.05,0.0439,0.0505,0.0896,0.0363,0.0278
8037,0.0197,0.0182,0.0408,0.0485,0.0081,0.0366,0.0317,0.044,0.0598,0.0215,0.017
8038,0.0057,0.0148,0.0341,0.0401,0.0059,0.0274,0.0224,0.0353,0.043,0.0171,0.0311
8039,0.0038,0.0098,0.0209,0.0249,0.0039,0.0175,0.0131,0.0219,0.035,0.0089,0.0483
8040,0.0037,0.0069,0.0147,0.0149,0.0018,0.0116,0.0078,0.014,0.0226,0.0048,0.0342
8041,0.0038,0.0039,0.0124,0.0104,0.0016,0.0089,0.0061,0.0118,0.0154,0.0024,0.002
8042,0.0037,0.0053,0.0127,0.0063,0.0015,0.0088,0.0058,0.0104,0.0131,0.0024,0.0015
8043,0.0042,0.0096,0.0197,0.0097,0.0032,0.0078,0.0073,0.0093,0.0109,0.0036,0.0024
8044,0.0154,0.0283,0.0437,0.0211,0.0105,0.0085,0.014,0.0096,0.0136,0.0068,0.0089
8045,0.0541,0.0721,0.1054,0.0574,0.0371,0.0121,0.0246,0.0134,0.0222,0.0189,0.0192
8046,0.1459,0.095,0.1802,0.087,0.0922,0.0224,0.0508,0.0235,0.0347,0.0501,0.0461
8047,0.3862,0.1437,0.2144,0.0961,0.1687,0.0449,0.0831,0.0472,0.0479,0.214,0.1112
8048,0.2214,0.088,0.2073,0.0977,0.1512,0.0564,0.0874,0.0581,0.0614,0.1671,0.1983
8049,0.0632,0.0885,0.1334,0.0835,0.0732,0.0444,0.0755,0.0453,0.0595,0.0767,0.0953
8050,0.0636,0.0681,0.0923,0.0695,0.0459,0.0433,0.0607,0.048,0.0613,0.069,0.0467
8051,0.0579,0.0543,0.0874,0.077,0.0265,0.0452,0.0601,0.0585,0.0678,0.0663,0.041
8052,0.0573,0.0501,0.089,0.0733,0.0233,0.0534,0.0634,0.0628,0.0732,0.0701,0.0391
8053,0.0593,0.0523,0.0841,0.0723,0.0222,0.056,0.0656,0.0675,0.112,0.0678,0.0413
8054,0.0594,0.0494,0.0885,0.0697,0.0215,0.0944,0.0885,0.0757,0.1125,0.09,0.0402
8055,0.0613,0.0391,0.1361,0.0667,0.0207,0.2428,0.2033,0.0967,0.1234,0.0793,0.0428
8056,0.0578,0.0367,0.0986,0.0766,0.0199,0.2623,0.2245,0.1703,0.0949,0.1796,0.0505
8057,0.0548,0.0373,0.1307,0.0984,0.0231,0.324,0.2524,0.3121,0.121,0.2911,0.1545
8058,0.0471,0.0302,0.1013,0.1148,0.0186,0.3386,0.2208,0.38,0.1405,0.3018,0.0772
8059,0.0336,0.0264,0.0494,0.0733,0.0125,0.1945,0.0805,0.2054,0.0898,0.0731,0.0229
8060,0.0253,0.0227,0.0441,0.0624,0.0086,0.0511,0.0397,0.0561,0.0724,0.3292,0.0179
8061,0.0151,0.0199,0.0407,0.0565,0.0076,0.0414,0.0331,0.0473,0.0602,0.1054,0.0183
8062,0.0071,0.0149,0.0302,0.0408,0.0062,0.0263,0.0235,0.0365,0.0462,0.0194,0.0177
8063,0.0039,0.0099,0.0216,0.028,0.0035,0.0177,0.0196,0.0274,0.0357,0.0095,0.01
8064,0.0037,0.006,0.0145,0.0171,0.0021,0.0125,0.0149,0.0211,0.0247,0.0049,0.0061
8065,0.0037,0.0046,0.0122,0.0098,0.0012,0.0094,0.0081,0.014,0.0163,0.0026,0.0036
8066,0.0037,0.0053,0.0129,0.0074,0.0018,0.0082,0.0072,0.0121,0.0132,0.0031,0.0033
8067,0.0042,0.0102,0.0171,0.01,0.0029,0.0079,0.0148,0.0107,0.0125,0.0041,0.0041
8068,0.0117,0.0277,0.0404,0.0219,0.0105,0.0084,0.0133,0.0108,0.0153,0.0068,0.014
8069,0.0557,0.0726,0.0982,0.056,0.0397,0.0117,0.022,0.0136,0.0218,0.0176,0.028
8070,0.1315,0.0948,0.1985,0.0848,0.089,0.0225,0.0468,0.0219,0.0342,0.0466,0.0465
8071,0.2884,0.098,0.2177,0.1015,0.1454,0.0439,0.0884,0.0485,0.0528,0.2455,0.0898
8072,0.0538,0.0928,0.2158,0.0938,0.0944,0.0572,0.0875,0.0585,0.0607,0.2028,0.1857
8073,0.061,0.0855,0.1722,0.0786,0.0645,0.0445,0.0701,0.0461,0.0619,0.0774,0.0796
8074,0.0625,0.0703,0.1432,0.0693,0.0455,0.043,0.0611,0.0599,0.0611,0.0685,0.0381
8075,0.0487,0.0555,0.2254,0.0621,0.0262,0.0515,0.0698,0.0655,0.0692,0.0675,0.0485
8076,0.0515,0.0528,0.2062,0.0765,0.0226,0.0558,0.0712,0.0776,0.0774,0.0732,0.0401
8077,0.0632,0.057,0.1502,0.0686,0.0237,0.058,0.075,0.0657,0.0662,0.0715,0.0409
8078,0.0546,0.0507,0.2013,0.0687,0.0191,0.1202,0.1507,0.0831,0.0908,0.1113,0.0516
8079,0.0587,0.0396,0.1739,0.0729,0.0205,0.2703,0.2329,0.1351,0.1627,0.0888,0.05
8080,0.0564,0.0351,0.0765,0.0825,0.0217,0.2807,0.2316,0.2085,0.1606,0.0893,0.0554
8081,0.059,0.0375,0.0664,0.2026,0.0234,0.2967,0.2422,0.2448,0.1578,0.3829,0.0605
8082,0.0475,0.0299,0.0896,0.0921,0.0204,0.227,0.1944,0.1667,0.1487,0.2904,0.0476
8083,0.0226,0.0092,0.0151,0.0236,0.0079,0.06,0.0467,0.0456,0.0584,0.0274,0.0166
8084,0.0154,0.0138,0.031,0.0391,0.0056,0.0247,0.0249,0.0333,0.041,0.0226,0.0168
8085,0.0192,0.023,0.0482,0.0583,0.0095,0.0313,0.0349,0.0495,0.0618,0.0293,0.025
8086,0.0078,0.0178,0.0389,0.0458,0.0076,0.0225,0.0229,0.0362,0.0487,0.0218,0.0199
8087,0.0033,0.0116,0.0254,0.0283,0.0045,0.0137,0.0146,0.0236,0.037,0.0113,0.0109
8088,0.0019,0.0075,0.0163,0.0164,0.0023,0.0076,0.0083,0.0094,0.0241,0.0061,0.0076
8089,0.0013,0.0053,0.0129,0.0109,0.0016,0.0045,0.0059,0.004,0.0162,0.0038,0.0058
8090,0.0011,0.0058,0.0125,0.0079,0.0016,0.0035,0.0054,0.0032,0.0133,0.003,0.0044
8091,0.0012,0.0097,0.0175,0.0099,0.0032,0.003,0.0061,0.0024,0.0112,0.0035,0.0054
8092,0.0086,0.0256,0.0403,0.0213,0.0095,0.005,0.0103,0.0034,0.0129,0.0072,0.0123
8093,0.0411,0.0688,0.0901,0.0537,0.0348,0.0119,0.0215,0.0071,0.0204,0.0168,0.0239
8094,0.0651,0.0923,0.1318,0.0825,0.0818,0.0253,0.0466,0.0242,0.0336,0.0448,0.0395
8095,0.0691,0.1317,0.1098,0.0923,0.1143,0.0453,0.0706,0.0503,0.0496,0.2522,0.0757
8096,0.0543,0.0884,0.1619,0.0947,0.0756,0.0527,0.0795,0.0575,0.0587,0.1914,0.1435
8097,0.055,0.078,0.1335,0.0815,0.063,0.0452,0.0681,0.0517,0.0591,0.0724,0.084
8098,0.0552,0.0599,0.1089,0.0764,0.0376,0.0435,0.0649,0.054,0.0657,0.0615,0.0789
8099,0.0575,0.0539,0.1283,0.0727,0.0244,0.0474,0.0679,0.0624,0.0752,0.0703,0.0659
8100,0.0577,0.0513,0.1797,0.0723,0.0202,0.0532,0.0734,0.0682,0.0804,0.0755,0.0746
8101,0.0592,0.0568,0.1857,0.0739,0.0209,0.057,0.0795,0.0741,0.0881,0.0801,0.0826
8102,0.0606,0.0481,0.226,0.0721,0.0217,0.1306,0.1088,0.0861,0.1079,0.216,0.0526
8103,0.0603,0.0413,0.2167,0.0726,0.0205,0.1767,0.134,0.1181,0.1333,0.089,0.0567
8104,0.061,0.0387,0.1875,0.0825,0.0208,0.1744,0.1391,0.1463,0.1137,0.1659,0.0752
8105,0.0607,0.0391,0.1654,0.1271,0.0216,0.1906,0.131,0.1663,0.1111,0.3002,0.0488
8106,0.0492,0.034,0.1366,0.1338,0.0204,0.1621,0.1271,0.1179,0.1113,0.0871,0.0429
8107,0.0368,0.0323,0.0679,0.0722,0.0162,0.1045,0.0654,0.0709,0.1039,0.0679,0.0337
8108,0.0273,0.0267,0.0552,0.064,0.0109,0.0371,0.0405,0.057,0.0767,0.0431,0.0255
8109,0.0222,0.0253,0.0491,0.0561,0.0093,0.0338,0.0367,0.0475,0.0666,0.0345,0.023
8110,0.0173,0.0212,0.0432,0.0494,0.0094,0.0274,0.0297,0.0415,0.0563,0.0289,0.0224
8111,0.0045,0.0145,0.0283,0.0348,0.0059,0.019,0.0208,0.0354,0.0457,0.0157,0.018
8112,0.0028,0.0093,0.0192,0.0205,0.0033,0.0116,0.0132,0.0263,0.0334,0.0085,0.0106
8113,0.0019,0.0062,0.0146,0.0122,0.002,0.0071,0.0083,0.0186,0.023,0.005,0.0068
8114,0.0015,0.0051,0.0124,0.008,0.0018,0.0047,0.0064,0.0145,0.0191,0.0038,0.005
8115,0.0012,0.0069,0.0134,0.0072,0.0019,0.0035,0.0052,0.0048,0.0136,0.0029,0.0039
8116,0.0014,0.012,0.0197,0.0126,0.0032,0.0038,0.0061,0.0031,0.0124,0.0039,0.0065
8117,0.0072,0.0262,0.0318,0.0238,0.0088,0.0063,0.0108,0.0042,0.0147,0.0086,0.0111
8118,0.019,0.033,0.0445,0.0344,0.016,0.0122,0.0197,0.0114,0.0235,0.0178,0.0182
8119,0.0285,0.0429,0.0561,0.044,0.0192,0.0205,0.0309,0.0248,0.0347,0.0311,0.0277
8120,0.0399,0.0519,0.073,0.0522,0.0219,0.0294,0.0444,0.0365,0.0463,0.0477,0.0383
8121,0.0491,0.0526,0.0993,0.0605,0.0224,0.0388,0.0507,0.0465,0.0578,0.0588,0.0456
8122,0.0562,0.0505,0.1271,0.0662,0.023,0.044,0.0591,0.0549,0.0685,0.0687,0.047
8123,0.0587,0.0523,0.152,0.068,0.0231,0.05,0.0655,0.0636,0.0688,0.077,0.0457
8124,0.0575,0.0541,0.1651,0.0672,0.024,0.0539,0.067,0.0702,0.0747,0.1972,0.0463
8125,0.0603,0.0557,0.1626,0.0682,0.0262,0.056,0.0652,0.0731,0.0796,0.2043,0.0475
8126,0.0593,0.0526,0.1881,0.0688,0.0284,0.0575,0.0638,0.0761,0.0858,0.2787,0.0478
8127,0.0609,0.0524,0.1828,0.0674,0.0262,0.0593,0.0659,0.08,0.1005,0.1298,0.0454
8128,0.0601,0.0549,0.1968,0.0641,0.024,0.058,0.0708,0.0795,0.0889,0.0811,0.0503
8129,0.0587,0.0577,0.2326,0.0646,0.0238,0.0584,0.0688,0.0794,0.1075,0.0843,0.1276
8130,0.0522,0.0491,0.2357,0.0622,0.0213,0.0512,0.0574,0.0733,0.0948,0.0766,0.0296
8131,0.0356,0.0362,0.1593,0.0519,0.016,0.0386,0.0442,0.0585,0.0699,0.0595,0.0266
8132,0.0286,0.028,0.0575,0.0496,0.0119,0.0331,0.0353,0.0498,0.0595,0.0376,0.0203
8133,0.0261,0.0273,0.0551,0.0504,0.0117,0.0313,0.035,0.0468,0.0536,0.033,0.0191
8134,0.0219,0.0257,0.0502,0.0466,0.0125,0.0288,0.0339,0.046,0.0556,0.0314,0.019
8135,0.0101,0.0163,0.0372,0.0354,0.0082,0.0209,0.0242,0.0363,0.048,0.0189,0.0132
8136,0.0031,0.0098,0.0226,0.0204,0.0045,0.0124,0.0153,0.026,0.0315,0.0113,0.008
8137,0.002,0.0065,0.0155,0.0114,0.0025,0.0076,0.0089,0.0183,0.021,0.0058,0.0049
8138,0.0015,0.005,0.0126,0.0081,0.002,0.0051,0.0059,0.0159,0.0184,0.0039,0.004
8139,0.0011,0.0044,0.012,0.0064,0.0016,0.0033,0.0041,0.0054,0.0122,0.0034,0.0094
8140,0.001,0.0072,0.0144,0.0094,0.0025,0.0029,0.004,0.0025,0.0093,0.003,0.0216
8141,0.0024,0.0143,0.0205,0.0164,0.0045,0.004,0.0057,0.0028,0.0099,0.0043,0.0056
8142,0.0066,0.0173,0.0307,0.0232,0.0083,0.0078,0.0107,0.0067,0.0142,0.0073,0.0108
8143,0.0133,0.0216,0.0378,0.0297,0.0092,0.0122,0.0166,0.016,0.0224,0.0119,0.0169
8144,0.0261,0.0302,0.0507,0.0337,0.0128,0.0191,0.0247,0.0253,0.0306,0.021,0.0262
8145,0.0392,0.0435,0.0766,0.0492,0.0178,0.0269,0.0373,0.0364,0.0421,0.0337,0.0606
8146,0.0486,0.0449,0.1006,0.0597,0.0195,0.0368,0.0463,0.0469,0.0532,0.0505,0.0469
8147,0.0558,0.0462,0.1579,0.0626,0.0192,0.0416,0.053,0.0522,0.0598,0.056,0.0355
8148,0.0568,0.049,0.1842,0.0622,0.019,0.0464,0.0559,0.0579,0.0661,0.059,0.0411
8149,0.0601,0.0506,0.1492,0.0628,0.02,0.049,0.0571,0.0667,0.0733,0.0697,0.0678
8150,0.0585,0.047,0.1638,0.0619,0.0202,0.0495,0.0571,0.0681,0.0786,0.0669,0.0721
8151,0.0577,0.0433,0.1637,0.0602,0.0197,0.0487,0.0566,0.0689,0.0796,0.0643,0.0402
8152,0.058,0.0477,0.1674,0.0562,0.0198,0.0482,0.0573,0.0688,0.0794,0.0659,0.0634
8153,0.0542,0.0478,0.2198,0.0623,0.0201,0.0492,0.059,0.0706,0.0848,0.067,0.0373
8154,0.0449,0.0361,0.2022,0.0599,0.0184,0.0411,0.0487,0.0635,0.0764,0.0539,0.0313
8155,0.0342,0.0339,0.0744,0.0542,0.0137,0.0339,0.0393,0.0513,0.0608,0.0413,0.0302
8156,0.0279,0.0273,0.0568,0.0528,0.0127,0.0291,0.0334,0.045,0.0527,0.0339,0.0386
8157,0.0208,0.0247,0.0504,0.0498,0.0104,0.0231,0.0281,0.0399,0.0468,0.0238,0.0191
8158,0.008,0.0181,0.0377,0.0399,0.0074,0.016,0.0196,0.0304,0.0365,0.0169,0.0159
8159,0.003,0.0113,0.0227,0.0252,0.0044,0.0104,0.0127,0.0225,0.0275,0.0087,0.0094
8160,0.0018,0.0065,0.0141,0.0165,0.002,0.006,0.0082,0.0098,0.0182,0.0048,0.0051
8161,0.0011,0.0048,0.0107,0.0108,0.0014,0.0031,0.0052,0.0031,0.0113,0.0023,0.0186
8162,0.0009,0.0052,0.011,0.0078,0.0016,0.0024,0.0039,0.0025,0.0095,0.002,0.0135
8163,0.0011,0.0095,0.0181,0.0094,0.0031,0.0025,0.005,0.002,0.0081,0.0032,0.0048
8164,0.0123,0.027,0.0426,0.0218,0.0101,0.0046,0.0106,0.0032,0.0111,0.0063,0.0153
8165,0.0453,0.0724,0.0976,0.0561,0.0343,0.013,0.0234,0.0085,0.0193,0.0182,0.032
8166,0.0999,0.1036,0.1674,0.0849,0.0833,0.0277,0.0498,0.0259,0.0324,0.0478,0.0472
8167,0.263,0.1648,0.258,0.0945,0.1441,0.0472,0.0852,0.0486,0.0489,0.1948,0.1032
8168,0.2317,0.0889,0.2332,0.1336,0.1405,0.0536,0.0873,0.0597,0.0578,0.0829,0.191
8169,0.0578,0.0901,0.1714,0.0862,0.0938,0.0456,0.0714,0.0526,0.0565,0.0687,0.1072
8170,0.0545,0.0636,0.1398,0.0776,0.0426,0.0428,0.0617,0.0523,0.0598,0.0656,0.0397
8171,0.0555,0.0522,0.1575,0.0751,0.0267,0.0435,0.0576,0.0585,0.0672,0.0641,0.0368
8172,0.0556,0.0492,0.1349,0.0685,0.0212,0.0514,0.0609,0.0594,0.0768,0.0615,0.0357
8173,0.0554,0.0518,0.121,0.0625,0.0216,0.0552,0.0666,0.0623,0.0809,0.0628,0.0373
8174,0.0572,0.0486,0.0791,0.0665,0.0193,0.0743,0.0788,0.0769,0.0958,0.0854,0.0412
8175,0.0561,0.0398,0.0776,0.068,0.0198,0.1638,0.1986,0.1083,0.1287,0.0773,0.0489
8176,0.058,0.0365,0.0806,0.0774,0.0195,0.1923,0.2255,0.1472,0.1428,0.1846,0.0505
8177,0.0557,0.0385,0.1024,0.0904,0.0224,0.2919,0.2638,0.2748,0.1466,0.3574,0.0513
8178,0.0419,0.0281,0.0778,0.0813,0.0188,0.2774,0.338,0.1614,0.1029,0.5402,0.0477
8179,0.0298,0.0241,0.0521,0.0699,0.0121,0.067,0.1282,0.0617,0.0805,0.1749,0.0373
8180,0.0235,0.0215,0.0428,0.0559,0.0085,0.0486,0.0356,0.0488,0.064,0.0354,0.0238
8181,0.0201,0.0198,0.0425,0.0502,0.0076,0.0389,0.0306,0.0426,0.052,0.0229,0.0212
8182,0.0055,0.0143,0.0309,0.0377,0.006,0.024,0.0208,0.0334,0.0412,0.0138,0.0188
8183,0.0038,0.0089,0.0207,0.0202,0.0035,0.016,0.0135,0.0262,0.0325,0.0074,0.0096
8184,0.0037,0.0054,0.0136,0.0141,0.0022,0.0113,0.0092,0.0131,0.0227,0.0042,0.0071
8185,0.0037,0.0042,0.0134,0.0086,0.0014,0.0084,0.0081,0.0131,0.0149,0.003,0.0036
8186,0.0038,0.0044,0.0137,0.0068,0.0018,0.0081,0.0076,0.0119,0.013,0.0021,0.0037
8187,0.004,0.0095,0.019,0.0102,0.003,0.0082,0.0072,0.0103,0.0118,0.0034,0.0046
8188,0.0167,0.0275,0.0435,0.0201,0.0103,0.0083,0.0153,0.0107,0.0137,0.0062,0.015
8189,0.0552,0.0712,0.0733,0.0576,0.0372,0.0118,0.0254,0.0132,0.0219,0.0188,0.0293
8190,0.1615,0.0957,0.1359,0.0863,0.0997,0.0233,0.0512,0.0231,0.035,0.0503,0.0471
8191,0.3831,0.1545,0.1701,0.1011,0.1627,0.0476,0.0862,0.0477,0.0526,0.2408,0.1009
8192,0.3758,0.0803,0.277,0.0926,0.1655,0.058,0.0882,0.0549,0.0629,0.2157,0.192
8193,0.0579,0.0846,0.2539,0.0791,0.1264,0.0461,0.0812,0.0465,0.056,0.0798,0.0867
8194,0.056,0.0522,0.1545,0.0762,0.041,0.0454,0.0612,0.053,0.0537,0.0675,0.0395
8195,0.0588,0.0597,0.0957,0.0701,0.0281,0.0481,0.0599,0.0553,0.0689,0.0652,0.0385
8196,0.0579,0.0499,0.0897,0.0659,0.0212,0.0567,0.0604,0.0615,0.0763,0.0673,0.0384
8197,0.057,0.0513,0.0935,0.0681,0.0217,0.0624,0.0702,0.0625,0.0813,0.0732,0.0403
8198,0.0585,0.0493,0.1561,0.069,0.0203,0.0908,0.0901,0.0779,0.0913,0.0954,0.0437
8199,0.0592,0.0396,0.2082,0.0717,0.0203,0.2253,0.1885,0.1283,0.1332,0.0723,0.047
8200,0.0593,0.0354,0.1887,0.0783,0.0204,0.2248,0.2329,0.2029,0.155,0.1628,0.0554
8201,0.0549,0.037,0.205,0.124,0.0226,0.252,0.2507,0.2294,0.1617,0.3363,0.0572
8202,0.0467,0.0323,0.1054,0.0983,0.0199,0.2512,0.2414,0.1878,0.1664,0.1028,0.0503
8203,0.0272,0.0276,0.0544,0.0739,0.0137,0.1732,0.1055,0.0765,0.1335,0.0696,0.0343
8204,0.009,0.0217,0.0446,0.064,0.0082,0.0551,0.0424,0.0522,0.0799,0.0346,0.0247
8205,0.0161,0.0198,0.0445,0.0516,0.0075,0.0433,0.0314,0.0406,0.0591,0.028,0.0213
8206,0.0167,0.0147,0.0359,0.0397,0.0069,0.0281,0.0231,0.0324,0.0468,0.0174,0.0166
8207,0.0076,0.0103,0.0242,0.0244,0.0038,0.0182,0.0153,0.0192,0.0338,0.0096,0.0097
8208,0.0039,0.0063,0.0148,0.0132,0.002,0.0121,0.0114,0.013,0.0247,0.005,0.0127
8209,0.0037,0.0048,0.0119,0.009,0.0014,0.0092,0.0155,0.0101,0.0161,0.0024,0.0022
8210,0.0037,0.0048,0.0126,0.008,0.0019,0.0083,0.0087,0.0086,0.0144,0.0029,0.0043
8211,0.0038,0.0102,0.0181,0.0101,0.0029,0.0082,0.0086,0.0088,0.0112,0.0033,0.0165
8212,0.0112,0.0284,0.0442,0.0211,0.0101,0.0085,0.014,0.0091,0.0141,0.0063,0.0299
8213,0.0545,0.0724,0.1398,0.0548,0.0373,0.0117,0.0252,0.0117,0.0215,0.0188,0.0276
8214,0.1242,0.0942,0.2023,0.089,0.1034,0.0221,0.0516,0.022,0.0353,0.0509,0.034
8215,0.3719,0.1468,0.2365,0.1069,0.1816,0.0435,0.084,0.0461,0.0547,0.2443,0.0699
8216,0.3473,0.0919,0.1856,0.0988,0.1865,0.058,0.0901,0.0607,0.0628,0.2296,0.1851
8217,0.0603,0.0843,0.0988,0.0809,0.0904,0.0471,0.074,0.0447,0.059,0.0771,0.0768
8218,0.0644,0.0717,0.1469,0.0791,0.0453,0.0436,0.0633,0.0504,0.0589,0.0693,0.037
8219,0.0618,0.0542,0.1286,0.0758,0.029,0.0471,0.0594,0.0562,0.0679,0.0723,0.0277
8220,0.0598,0.0506,0.1911,0.0747,0.0243,0.0545,0.0637,0.0633,0.076,0.0693,0.0299
8221,0.0588,0.0536,0.1223,0.0699,0.0209,0.0575,0.0689,0.0715,0.0862,0.0752,0.033
8222,0.0579,0.0472,0.1771,0.0682,0.0198,0.0748,0.1159,0.1488,0.1138,0.1495,0.0317
8223,0.0585,0.0388,0.1698,0.0707,0.0221,0.1644,0.176,0.1869,0.1482,0.297,0.033
8224,0.0576,0.0367,0.144,0.0832,0.0198,0.2245,0.1045,0.1867,0.1539,0.3207,0.0459
8225,0.0578,0.04,0.2235,0.2969,0.0232,0.3283,0.2179,0.2321,0.1674,0.4446,0.0487
8226,0.0479,0.0316,0.0573,0.2334,0.0205,0.2931,0.2184,0.151,0.1451,0.4506,0.0421
8227,0.0335,0.0264,0.0554,0.0895,0.014,0.2591,0.1139,0.0673,0.0919,0.1753,0.0497
8228,0.0264,0.0221,0.0491,0.0671,0.0094,0.0545,0.0441,0.0568,0.0714,0.0402,0.0183
8229,0.0178,0.0201,0.0459,0.0609,0.0085,0.0442,0.0336,0.0509,0.0613,0.0295,0.025
8230,0.0076,0.0147,0.0373,0.0421,0.0065,0.0303,0.0263,0.0374,0.0351,0.0189,0.0173
8231,0.0041,0.0105,0.0243,0.0298,0.0039,0.0192,0.017,0.0255,0.0298,0.0087,0.0104
8232,0.0037,0.0056,0.0157,0.0153,0.0023,0.012,0.0115,0.0185,0.026,0.0047,0.0067
8233,0.0037,0.0041,0.0132,0.0098,0.0016,0.0099,0.0091,0.0143,0.0184,0.0026,0.0056
8234,0.0037,0.0049,0.0142,0.0081,0.0019,0.0087,0.0087,0.0112,0.0204,0.0028,0.0051
8235,0.0039,0.0096,0.0204,0.011,0.0031,0.0079,0.0117,0.0101,0.0124,0.0035,0.0073
8236,0.0191,0.0272,0.0451,0.0214,0.0101,0.0087,0.0152,0.0107,0.0145,0.0067,0.0135
8237,0.0529,0.0679,0.1255,0.0614,0.0393,0.0126,0.0271,0.0144,0.0212,0.0168,0.0314
8238,0.1652,0.0925,0.2185,0.089,0.1075,0.0223,0.0512,0.0239,0.0336,0.0445,0.0512
8239,0.3623,0.1029,0.2264,0.1038,0.1552,0.0419,0.0851,0.0442,0.0497,0.2164,0.1133
8240,0.1896,0.0832,0.2335,0.2657,0.1518,0.0568,0.0872,0.0594,0.0619,0.1949,0.1479
8241,0.0619,0.0891,0.171,0.0844,0.0916,0.044,0.0837,0.0463,0.0611,0.0747,0.0978
8242,0.0621,0.075,0.0934,0.0801,0.0486,0.042,0.0628,0.0486,0.0611,0.0742,0.0545
8243,0.0591,0.0541,0.1119,0.0767,0.0304,0.0467,0.0607,0.0538,0.0657,0.0707,0.0479
8244,0.0589,0.05,0.0973,0.0728,0.0221,0.053,0.063,0.0614,0.0735,0.067,0.0497
8245,0.0609,0.0548,0.087,0.0761,0.0203,0.0582,0.07,0.0624,0.0878,0.0709,0.0487
8246,0.06,0.0512,0.1523,0.0746,0.0204,0.0735,0.0817,0.0745,0.0996,0.1579,0.0596
8247,0.0621,0.0417,0.1931,0.0761,0.0206,0.1099,0.1502,0.1393,0.1275,0.3177,0.0637
